WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,QUALIFIER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,DEPTH_IN_METERS,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
Barton Creek,7/21/98 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,4.52,(%) Percent,Total,,47,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",436286,30.2787763,-97.94281203,65337,TRUE,
Barton Creek,7/21/98 0:00,Barton Creek @ Shield Ranch Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,1.59,(%) Percent,Total,,46,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2697854884719, -97.9735087865863)",436336,30.26978549,-97.97350879,65341,TRUE,
Barton Creek,7/21/98 0:00,Barton Creek @ Shield Ranch Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,7.94,(%) Percent,Total,,46,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2697854884719, -97.9735087865863)",436337,30.26978549,-97.97350879,65341,TRUE,
Barton Creek,7/21/98 0:00,Barton Creek @ Stark Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,0.88,(%) Percent,Total,,44,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2449221264486, -98.1256944853527)",436083,30.24492213,-98.12569449,65322,TRUE,
Barton Creek,4/22/98 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,0.3,(%) Percent,Total,,50,,LENGTH MEASUREMENT,S,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",424829,30.29136422,-97.84924671,44381,TRUE,
Barton Creek,4/22/98 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,0.3,(%) Percent,Total,,50,,LENGTH MEASUREMENT,S,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",424830,30.29136422,-97.84924671,44381,TRUE,
Barton Creek,4/22/98 0:00,Barton Creek @ Recharge Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,5.2,(%) Percent,Total,,52,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2677173018848, -97.823842120071)",475223,30.2677173,-97.82384212,77957,TRUE,
Barton Creek,4/21/98 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,0,(%) Percent,Total,,47,,LENGTH MEASUREMENT,S,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",425095,30.2787763,-97.94281203,44425,TRUE,
Barton Creek,4/21/98 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,0,(%) Percent,Total,,47,,LENGTH MEASUREMENT,S,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",425096,30.2787763,-97.94281203,44425,TRUE,
Barton Creek,4/21/98 0:00,Barton Creek @ Shield Ranch Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,2.2,(%) Percent,Total,,46,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2697854884719, -97.9735087865863)",426081,30.26978549,-97.97350879,44643,TRUE,
Barton Creek,1/27/98 0:00,Barton Creek @ Shield Ranch Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,1.4,(%) Percent,Total,,46,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2697854884719, -97.9735087865863)",417135,30.26978549,-97.97350879,43496,TRUE,
Barton Creek,10/29/97 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,0.3,(%) Percent,Total,,50,,LENGTH MEASUREMENT,S,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",402566,30.29136422,-97.84924671,42415,TRUE,
Barton Creek,10/28/97 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,0.5,(%) Percent,Total,,47,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",402692,30.2787763,-97.94281203,42426,TRUE,
Barton Creek,10/28/97 0:00,Barton Creek @ Shield Ranch Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,3.1,(%) Percent,Total,,46,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2697854884719, -97.9735087865863)",402622,30.26978549,-97.97350879,42420,TRUE,
Barton Creek,5/12/97 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,0.3,(%) Percent,Total,,50,,LENGTH MEASUREMENT,S,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",380454,30.29136422,-97.84924671,28257,TRUE,
Barton Creek,5/12/97 0:00,Barton Creek @ Recharge Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,2.6,(%) Percent,Total,,52,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2677173018848, -97.823842120071)",380484,30.2677173,-97.82384212,28259,TRUE,
Barton Creek,2/5/97 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,7.18,(%) Percent,Total,,50,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",366680,30.29136422,-97.84924671,27367,TRUE,
Barton Creek,2/5/97 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,1.6,(%) Percent,Total,,50,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",366681,30.29136422,-97.84924671,27367,TRUE,
Barton Creek,2/5/97 0:00,Barton Creek @ Ogletree Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,0.96,(%) Percent,Total,,49,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.3022731006164, -97.868544391745)",366720,30.3022731,-97.86854439,27370,TRUE,
Barton Creek,2/5/97 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,0.91,(%) Percent,Total,,47,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",366758,30.2787763,-97.94281203,27373,TRUE,
Barton Creek,2/5/97 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,3.65,(%) Percent,Total,,47,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",366759,30.2787763,-97.94281203,27373,TRUE,
Barton Creek,2/5/97 0:00,Barton Creek @ Recharge Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,6.42,(%) Percent,Total,,52,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2677173018848, -97.823842120071)",366669,30.2677173,-97.82384212,27366,TRUE,
Barton Creek,10/30/96 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,10.7,(%) Percent,Total,,50,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",356537,30.29136422,-97.84924671,24741,TRUE,
Barton Creek,10/30/96 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,3.9,(%) Percent,Total,,50,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",356538,30.29136422,-97.84924671,24741,TRUE,
Barton Creek,10/30/96 0:00,Barton Creek @ Recharge Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,2.5,(%) Percent,Total,,52,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2677173018848, -97.823842120071)",356569,30.2677173,-97.82384212,24744,TRUE,
Barton Creek,10/30/96 0:00,Barton Creek @ Recharge Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,2.5,(%) Percent,Total,,52,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2677173018848, -97.823842120071)",356570,30.2677173,-97.82384212,24744,TRUE,
Barton Creek,10/29/96 0:00,Barton Creek @ Fitzhugh Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,8.6,(%) Percent,Total,,45,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2428251119635, -98.0112817019004)",356485,30.24282511,-98.0112817,24737,TRUE,
Barton Creek,10/29/96 0:00,Barton Creek @ Fitzhugh Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,2.5,(%) Percent,Total,,45,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2428251119635, -98.0112817019004)",356486,30.24282511,-98.0112817,24737,TRUE,
Barton Creek,10/29/96 0:00,Barton Creek @ Ogletree Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,1,(%) Percent,Total,,49,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.3022731006164, -97.868544391745)",356519,30.3022731,-97.86854439,24740,TRUE,
Barton Creek,10/29/96 0:00,Barton Creek @ Ogletree Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,3.1,(%) Percent,Total,,49,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.3022731006164, -97.868544391745)",356520,30.3022731,-97.86854439,24740,TRUE,
Barton Creek,10/29/96 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,2.7,(%) Percent,Total,,47,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",356474,30.2787763,-97.94281203,24736,TRUE,
Barton Creek,10/29/96 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,6.3,(%) Percent,Total,,47,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",356475,30.2787763,-97.94281203,24736,TRUE,
Barton Creek,8/8/96 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,2.7,(%) Percent,Total,,50,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",321833,30.29136422,-97.84924671,19389,TRUE,
Barton Creek,8/8/96 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,0.9,(%) Percent,Total,,50,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",321834,30.29136422,-97.84924671,19389,TRUE,
Barton Creek,8/8/96 0:00,Barton Creek @ Recharge Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,4.8,(%) Percent,Total,,52,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2677173018848, -97.823842120071)",321898,30.2677173,-97.82384212,19391,TRUE,
Barton Creek,8/8/96 0:00,Barton Creek @ Recharge Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,0.6,(%) Percent,Total,,52,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2677173018848, -97.823842120071)",321899,30.2677173,-97.82384212,19391,TRUE,
Barton Creek,8/8/96 0:00,Barton Creek Downstream of Lost Creek Blvd,Stream,Benthic Cover,Algae (filamentous),CHARA,,0.6,(%) Percent,Total,,51,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2730736469462, -97.8432343429509)",321866,30.27307365,-97.84323434,19390,TRUE,
Barton Creek,8/7/96 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,3.7,(%) Percent,Total,,47,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",321687,30.2787763,-97.94281203,19384,TRUE,
Barton Creek,8/7/96 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,7.5,(%) Percent,Total,,47,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",321688,30.2787763,-97.94281203,19384,TRUE,
Barton Creek,5/10/96 11:40,Barton Creek @ Lower Leif Johnson (BC6),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,13,(%) Percent,Total,,84,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2907184667596, -97.8431816210502)",288298,30.29071847,-97.84318162,17071,FALSE,
Barton Creek,5/10/96 10:45,Barton Creek Dwnstrm of Barton Creek Blvd (BC4),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,5,(%) Percent,Total,,82,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.293856901927, -97.8515658690632)",288287,30.2938569,-97.85156587,17070,FALSE,
Barton Creek,5/10/96 10:30,Barton Creek Upstream of Fin Bridge (BC3),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,4,(%) Percent,Total,,81,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2975810746184, -97.8522909864258)",288278,30.29758107,-97.85229099,17069,FALSE,
Barton Creek,5/9/96 0:00,Barton Creek 350m Downstream of Lost Creek Blvd,Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,37,(%) Percent,Total,,88,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2739982755654, -97.8417053800338)",288325,30.27399828,-97.84170538,17074,TRUE,
Barton Creek,5/9/96 0:00,Barton Creek @ Lost Creek Country Club (BC8),Stream,Benthic Cover,Algae (filamentous),ALGAE ATTACHED FILAMENTOUS GREEN,,19,(%) Percent,Total,,86,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2816060795927, -97.8517952750893)",288316,30.28160608,-97.85179528,17073,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Fitzhugh Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,1.7,(%) Percent,Total,,45,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2428251119635, -98.0112817019004)",257690,30.24282511,-98.0112817,15184,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Fitzhugh Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,3.4,(%) Percent,Total,,45,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2428251119635, -98.0112817019004)",257691,30.24282511,-98.0112817,15184,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Hwy 71 Downstream of Little Barton,Stream,Benthic Cover,Algae (filamentous),NITELLA,,1,(%) Percent,Total,,48,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2962292409524, -97.9260928438428)",257721,30.29622924,-97.92609284,15186,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,2.1,(%) Percent,Total,,50,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",257751,30.29136422,-97.84924671,15188,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,1.2,(%) Percent,Total,,50,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",257752,30.29136422,-97.84924671,15188,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Ogletree Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,7.1,(%) Percent,Total,,49,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.3022731006164, -97.868544391745)",257734,30.3022731,-97.86854439,15187,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,0.5,(%) Percent,Total,,47,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",257677,30.2787763,-97.94281203,15183,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Paisano Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,0.5,(%) Percent,Total,,47,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2787762970014, -97.9428120293129)",257678,30.2787763,-97.94281203,15183,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Recharge Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,2.3,(%) Percent,Total,,52,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2677173018848, -97.823842120071)",257783,30.2677173,-97.82384212,15190,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Shield Ranch Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,3.8,(%) Percent,Total,,46,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2697854884719, -97.9735087865863)",257706,30.26978549,-97.97350879,15185,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Stark Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,11.3,(%) Percent,Total,,44,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2449221264486, -98.1256944853527)",257608,30.24492213,-98.12569449,15177,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek @ Stark Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,2.1,(%) Percent,Total,,44,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2449221264486, -98.1256944853527)",257609,30.24492213,-98.12569449,15177,TRUE,
Barton Creek,5/7/96 0:00,Barton Creek Downstream of Lost Creek Blvd,Stream,Benthic Cover,Algae (filamentous),CHARA,,0.6,(%) Percent,Total,,51,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2730736469462, -97.8432343429509)",257768,30.27307365,-97.84323434,15189,TRUE,
Barton Creek,5/6/96 14:00,Barton Creek @ Barton Creek West (BC1),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,21,(%) Percent,Total,,79,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2894359012934, -97.8989631766939)",288270,30.2894359,-97.89896318,17068,FALSE,
Barton Creek,5/6/96 13:00,Barton Creek @ Hwy 71 us Little Barton (BC0),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,31,(%) Percent,Total,,78,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2947831486892, -97.926965322383)",288262,30.29478315,-97.92696532,17067,FALSE,
Barton Creek,3/13/96 16:00,Barton Creek 350m Downstream of Lost Creek Blvd,Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,23,(%) Percent,Total,,88,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2739982755654, -97.8417053800338)",288253,30.27399828,-97.84170538,17066,FALSE,
Barton Creek,3/13/96 0:00,Barton Creek @ Barton Creek West (BC1),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,40,(%) Percent,Total,,79,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2894359012934, -97.8989631766939)",288204,30.2894359,-97.89896318,17060,TRUE,
Barton Creek,3/13/96 0:00,Barton Creek @ Hwy 71 us Little Barton (BC0),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,39,(%) Percent,Total,,78,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2947831486892, -97.926965322383)",288198,30.29478315,-97.92696532,17059,TRUE,
Barton Creek,3/13/96 0:00,Barton Creek Upstream of Fin Bridge (BC3),Stream,Benthic Cover,Algae (filamentous),ALGAE ATTACHED FILAMENTOUS GREEN,,1,(%) Percent,Total,,81,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2975810746184, -97.8522909864258)",288212,30.29758107,-97.85229099,17061,TRUE,
Barton Creek,3/13/96 0:00,Barton Creek Upstream of Fin Bridge (BC3),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,17,(%) Percent,Total,,81,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2975810746184, -97.8522909864258)",288213,30.29758107,-97.85229099,17061,TRUE,
Barton Creek,3/8/96 14:00,Barton Creek @ BCPC (BC7),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,48,(%) Percent,Total,,85,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2869450640389, -97.8481403382591)",288238,30.28694506,-97.84814034,17064,FALSE,
Barton Creek,3/8/96 13:10,Barton Creek @ Lost Creek Country Club (BC8),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,65,(%) Percent,Total,,86,,LENGTH MEASUREMENT,S,Bioassessment Grant,"(30.2816060795927, -97.8517952750893)",288246,30.28160608,-97.85179528,17065,FALSE,
Barton Creek,3/8/96 12:00,Barton Creek @ Lower Leif Johnson (BC6),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,35,(%) Percent,Total,,84,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2907184667596, -97.8431816210502)",288231,30.29071847,-97.84318162,17063,FALSE,
Barton Creek,3/8/96 11:00,Barton Creek Dwnstrm of Barton Creek Blvd (BC4),Stream,Benthic Cover,Algae (filamentous),ALGAE ATTACHED FILAMENTOUS GREEN,,1,(%) Percent,Total,,82,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.293856901927, -97.8515658690632)",288221,30.2938569,-97.85156587,17062,FALSE,
Barton Creek,3/8/96 11:00,Barton Creek Dwnstrm of Barton Creek Blvd (BC4),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,36,(%) Percent,Total,,82,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.293856901927, -97.8515658690632)",288222,30.2938569,-97.85156587,17062,FALSE,
Barton Creek,2/8/96 0:00,Barton Creek @ Shield Ranch Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,1.5,(%) Percent,Total,,46,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2697854884719, -97.9735087865863)",135323,30.26978549,-97.97350879,12188,TRUE,
Barton Creek,2/8/96 0:00,Barton Creek @ Shield Ranch Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,2.9,(%) Percent,Total,,46,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2697854884719, -97.9735087865863)",135324,30.26978549,-97.97350879,12188,TRUE,
Barton Creek,2/7/96 10:34,Barton Creek @ Stark Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,1.9,(%) Percent,Total,,44,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2449221264486, -98.1256944853527)",135294,30.24492213,-98.12569449,12185,FALSE,
Barton Creek,2/7/96 0:00,Barton Creek @ Fitzhugh Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,4.1,(%) Percent,Total,,45,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2428251119635, -98.0112817019004)",135306,30.24282511,-98.0112817,12186,TRUE,
Barton Creek,2/7/96 0:00,Barton Creek @ Fitzhugh Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,2.5,(%) Percent,Total,,45,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.2428251119635, -98.0112817019004)",135307,30.24282511,-98.0112817,12186,TRUE,
Barton Creek,2/7/96 0:00,Barton Creek @ Leif Johnson Pool,Stream,Benthic Cover,Algae (filamentous),CHARA,,0.3,(%) Percent,Total,,50,,LENGTH MEASUREMENT,S,Barton Creek Pool-Algae Data,"(30.2913642199493, -97.8492467053898)",135366,30.29136422,-97.84924671,12191,TRUE,
Barton Creek,2/7/96 0:00,Barton Creek @ Ogletree Pool,Stream,Benthic Cover,Algae (filamentous),NITELLA,,2.9,(%) Percent,Total,,49,,LENGTH MEASUREMENT,U,Barton Creek Pool-Algae Data,"(30.3022731006164, -97.868544391745)",135351,30.3022731,-97.86854439,12190,TRUE,
Barton Creek,12/7/95 14:00,Barton Creek 350m Downstream of Lost Creek Blvd,Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,12,(%) Percent,Total,,88,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2739982755654, -97.8417053800338)",288392,30.27399828,-97.84170538,17082,FALSE,
Barton Creek,12/7/95 13:00,Barton Creek @ Lost Creek Country Club (BC8),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,14,(%) Percent,Total,,86,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2816060795927, -97.8517952750893)",288384,30.28160608,-97.85179528,17081,FALSE,
Barton Creek,12/7/95 12:30,Barton Creek @ BCPC (BC7),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,7,(%) Percent,Total,,85,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2869450640389, -97.8481403382591)",288375,30.28694506,-97.84814034,17080,FALSE,
Barton Creek,12/7/95 11:30,Barton Creek @ Lower Leif Johnson (BC6),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,6,(%) Percent,Total,,84,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2907184667596, -97.8431816210502)",288367,30.29071847,-97.84318162,17079,FALSE,
Barton Creek,12/7/95 10:00,Barton Creek Dwnstrm of Barton Creek Blvd (BC4),Stream,Benthic Cover,Algae (filamentous),ALGAE ATTACHED FILAMENTOUS GREEN,,14,(%) Percent,Total,,82,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.293856901927, -97.8515658690632)",288360,30.2938569,-97.85156587,17078,FALSE,
Barton Creek,12/7/95 10:00,Barton Creek Dwnstrm of Barton Creek Blvd (BC4),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,32,(%) Percent,Total,,82,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.293856901927, -97.8515658690632)",288361,30.2938569,-97.85156587,17078,FALSE,
Barton Creek,12/5/95 16:00,Barton Creek Upstream of Fin Bridge (BC3),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,4,(%) Percent,Total,,81,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2975810746184, -97.8522909864258)",288352,30.29758107,-97.85229099,17077,FALSE,
Barton Creek,12/5/95 13:10,Barton Creek @ Hwy 71 us Little Barton (BC0),Stream,Benthic Cover,Algae (filamentous),ALGAE UNATTACHED FILAMENTOUS GREEN,,1,(%) Percent,Total,,78,,LENGTH MEASUREMENT,U,Bioassessment Grant,"(30.2947831486892, -97.926965322383)",288333,30.29478315,-97.92696532,17075,FALSE,
