WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,QUALIFIER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,DEPTH_IN_METERS,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
Barton Creek,4/10/96 13:10,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,BCW TRIB MOUTH,99,,HACH 8171,U,Groundwater,"(30.2957521353367, -97.8813027566775)",300332,30.29575214,-97.88130276,17911,FALSE,
Barton Creek,4/10/96 12:40,Barton Creek West Footbridge,Spring,Ground Water,Nutrients,NITRATE AS N,,1.2,MG/L,Total,FOOTBRIDGE,369,,HACH 8171,U,Groundwater,"(30.2954674153783, -97.8941996742757)",300325,30.29546742,-97.89419967,17910,FALSE,
Barton Creek,4/10/96 12:25,Grotto Spring,Spring,Ground Water,Nutrients,NITRATE AS N,,1.1,MG/L,Total,BARTON POINT,577,,HACH 8171,U,Groundwater,"(30.2964843298084, -97.894452878406)",300317,30.29648433,-97.89445288,17909,FALSE,
Barton Creek,4/5/96 14:45,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,1.2,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",254656,30.26408358,-97.76867081,14881,FALSE,
Barton Creek,3/28/96 13:20,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,99,,HACH 8171,U,Canyon Study,"(30.2957521353367, -97.8813027566775)",146257,30.29575214,-97.88130276,13115,FALSE,
Barton Creek,3/28/96 10:45,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,57,,HACH 8171,U,Canyon Study,"(30.2448790119315, -98.0755658693783)",146269,30.24487901,-98.07556587,13116,FALSE,
Barton Creek,3/1/96 14:30,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,1,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",136450,30.26408358,-97.76867081,12324,FALSE,
Barton Creek,2/22/96 11:40,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,99,,HACH 8171,U,Canyon Study,"(30.2957521353367, -97.8813027566775)",146200,30.29575214,-97.88130276,13103,FALSE,
Barton Creek,2/22/96 10:00,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,57,,HACH 8171,U,Canyon Study,"(30.2448790119315, -98.0755658693783)",146211,30.24487901,-98.07556587,13107,FALSE,
Barton Creek,2/13/96 16:40,Fitzhugh Spring,Spring,Ground Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,580,,HACH 8171,U,Groundwater,"(30.2416888605818, -98.0112583431032)",303244,30.24168886,-98.01125834,18097,FALSE,
Barton Creek,2/13/96 16:00,Leif Johnson Tributary (LJST) @ Barton Creek,Stream,Surface Water,Nutrients,NITRATE AS N,,0.5,MG/L,Total,,67,,HACH 8155,U,Groundwater,"(30.2916854690271, -97.8512065321996)",405280,30.29168547,-97.85120653,42714,FALSE,
Barton Creek,2/13/96 15:05,Leif Johnson Spring,Spring,Ground Water,Nutrients,NITRATE AS N,,0.7,MG/L,Total,LJ960213,104,,HACH 8171,U,Groundwater,"(30.2915518996001, -97.851552244186)",303267,30.2915519,-97.85155224,18100,FALSE,
Barton Creek,2/13/96 14:15,Lost Creek Golf Course Effluent Pond (LCGP),Stream,Ground Water,Nutrients,NITRATE AS N,,4.3,MG/L,Total,,69,,HACH 8192,S,Groundwater,"(30.2765833372933, -97.8486352390424)",397472,30.27658334,-97.84863524,41595,FALSE,
Barton Creek,2/13/96 11:10,Lost Creek Spring A,Spring,Ground Water,Nutrients,NITRATE AS N,,2.4,MG/L,Total,LC960213,161,,HACH 8171,U,Groundwater,"(30.2736072790431, -97.844370796297)",397398,30.27360728,-97.8443708,41585,FALSE,
Barton Creek,2/5/96 15:30,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,51,,HACH 8171,U,Barton Creek Pool Study,"(30.2730736469462, -97.8432343429509)",92784,30.27307365,-97.84323434,10141,FALSE,
Barton Creek,2/5/96 0:00,Barton Creek @ Lost Creek Bedrock Riffle,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,579,,HACH 8171,U,Barton Creek Pool Study,"(30.2738231707508, -97.8444412775957)",92778,30.27382317,-97.84444128,10140,TRUE,
Barton Creek,2/5/96 0:00,Lost Creek Spring A,Spring,Ground Water,Nutrients,NITRATE AS N,,3.1,MG/L,Total,,161,,HACH 8171,U,Groundwater,"(30.2736072790431, -97.844370796297)",92772,30.27360728,-97.8443708,10139,TRUE,
Barton Creek,1/25/96 13:00,Lost Creek Waterfalls Tributary @ Barton (LCW),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,56,,HACH 8171,U,Canyon Study,"(30.2744157246489, -97.834612616607)",146185,30.27441572,-97.83461262,13101,FALSE,
Barton Creek,1/25/96 12:05,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,99,,HACH 8171,U,Canyon Study,"(30.2957521353367, -97.8813027566775)",146156,30.29575214,-97.88130276,13097,FALSE,
Barton Creek,1/25/96 11:40,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.15,MG/L,Total,,51,,HACH 8171,U,Barton Creek Pool Study,"(30.2730736469462, -97.8432343429509)",92788,30.27307365,-97.84323434,10142,FALSE,
Barton Creek,1/25/96 11:35,Lost Creek Spring A,Spring,Ground Water,Nutrients,NITRATE AS N,,1.7,MG/L,Total,,161,,HACH 8171,U,Groundwater,"(30.2736072790431, -97.844370796297)",92802,30.27360728,-97.8443708,10144,FALSE,
Barton Creek,1/25/96 10:35,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,57,,HACH 8171,U,Canyon Study,"(30.2448790119315, -98.0755658693783)",146163,30.24487901,-98.07556587,13098,FALSE,
Barton Creek,1/16/96 0:00,Barton Creek @ Lost Creek Bedrock Riffle,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,579,,HACH 8171,U,Barton Creek Pool Study,"(30.2738231707508, -97.8444412775957)",92842,30.27382317,-97.84444128,10151,TRUE,
Barton Creek,1/16/96 0:00,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,51,,HACH 8171,U,Barton Creek Pool Study,"(30.2730736469462, -97.8432343429509)",92836,30.27307365,-97.84323434,10150,TRUE,
Barton Creek,1/16/96 0:00,Lost Creek Spring A,Spring,Ground Water,Nutrients,NITRATE AS N,,2,MG/L,Total,,161,,HACH 8171,U,Groundwater,"(30.2736072790431, -97.844370796297)",92830,30.27360728,-97.8443708,10149,TRUE,
Barton Creek,1/11/96 11:00,Barton Creek Downstream of Lost Creek Blvd,Stream,Surface Water,Nutrients,NITRATE AS N,,0.27,MG/L,Total,,51,,HACH 8171,U,Barton Creek Pool Study,"(30.2730736469462, -97.8432343429509)",92818,30.27307365,-97.84323434,10147,FALSE,
Barton Creek,1/11/96 0:00,Barton Creek @ Lost Creek Bedrock Riffle,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,579,,HACH 8171,U,Barton Creek Pool Study,"(30.2738231707508, -97.8444412775957)",92824,30.27382317,-97.84444128,10148,TRUE,
Barton Creek,1/11/96 0:00,Lost Creek Spring A,Spring,Ground Water,Nutrients,NITRATE AS N,,2.6,MG/L,Total,,161,,HACH 8171,U,Groundwater,"(30.2736072790431, -97.844370796297)",92812,30.27360728,-97.8443708,10146,TRUE,
Barton Creek,1/5/96 14:15,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,1.3,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",264094,30.26408358,-97.76867081,15485,FALSE,
Barton Creek,12/1/95 13:15,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,1.2,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",300402,30.26408358,-97.76867081,17922,FALSE,
Barton Creek,11/30/95 15:00,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.2,MG/L,Total,,99,,HACH 8171,U,Canyon Study,"(30.2957521353367, -97.8813027566775)",69816,30.29575214,-97.88130276,8668,FALSE,
Barton Creek,11/30/95 15:00,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,57,,HACH 8171,U,Canyon Study,"(30.2448790119315, -98.0755658693783)",69473,30.24487901,-98.07556587,8653,FALSE,
Barton Creek,11/30/95 15:00,Lost Creek Residential Tributary @ Barton (LCR),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,55,,HACH 8171,U,Canyon Study,"(30.2715190968359, -97.8313415660296)",69441,30.2715191,-97.83134157,8649,FALSE,
Barton Creek,11/30/95 15:00,Lost Creek Waterfalls Tributary @ Barton (LCW),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,56,,HACH 8171,U,Canyon Study,"(30.2744157246489, -97.834612616607)",69448,30.27441572,-97.83461262,8650,FALSE,
Barton Creek,11/30/95 15:00,Ringtail Ridge Canyon Tributary @ Barton (RRC),Stream,Surface Water,Nutrients,NITRATE AS N,,1.1,MG/L,Total,,59,,HACH 8171,U,Canyon Study,"(30.2750795197877, -97.8362146399311)",69455,30.27507952,-97.83621464,8651,FALSE,
Barton Creek,11/30/95 15:00,Ringtail Ridge Canyon Tributary @ Barton (RRC),Stream,Surface Water,Nutrients,NITRATE AS N,,1.2,MG/L,Total,,59,,HACH 8171,U,Canyon Study,"(30.2750795197877, -97.8362146399311)",69800,30.27507952,-97.83621464,8666,FALSE,Field Split
Barton Creek,11/3/95 13:13,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,1.2,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",64806,30.26408358,-97.76867081,8040,FALSE,
Barton Creek,10/26/95 0:00,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,99,,HACH 8171,U,Canyon Study,"(30.2957521353367, -97.8813027566775)",64395,30.29575214,-97.88130276,7945,TRUE,
Barton Creek,10/26/95 0:00,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,57,,HACH 8171,U,Canyon Study,"(30.2448790119315, -98.0755658693783)",64405,30.24487901,-98.07556587,7946,TRUE,
Barton Creek,10/26/95 0:00,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,57,,HACH 8171,U,Canyon Study,"(30.2448790119315, -98.0755658693783)",90920,30.24487901,-98.07556587,9966,TRUE,Field Split
Barton Creek,10/26/95 0:00,Lost Creek Waterfalls Tributary @ Barton (LCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,56,,HACH 8171,U,Canyon Study,"(30.2744157246489, -97.834612616607)",64429,30.27441572,-97.83461262,7950,TRUE,
Barton Creek,10/6/95 13:30,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,0.9,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",62020,30.26408358,-97.76867081,7652,FALSE,
Barton Creek,9/28/95 0:00,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,99,,HACH 8171,U,Canyon Study,"(30.2957521353367, -97.8813027566775)",61696,30.29575214,-97.88130276,7625,TRUE,
Barton Creek,9/28/95 0:00,Crenshaw Tributary 1 (CRT1) @ Barton Creek,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,72,,HACH 8171,U,Canyon Study,"(30.2842254599368, -97.8521367343757)",61685,30.28422546,-97.85213673,7623,TRUE,
Barton Creek,9/28/95 0:00,Crenshaw Tributary 1 (CRT1) @ Barton Creek,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,72,,HACH 8171,U,Canyon Study,"(30.2842254599368, -97.8521367343757)",61690,30.28422546,-97.85213673,7624,TRUE,Field Split
Barton Creek,9/28/95 0:00,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,57,,HACH 8171,U,Canyon Study,"(30.2448790119315, -98.0755658693783)",61724,30.24487901,-98.07556587,7629,TRUE,
Barton Creek,9/26/95 11:00,Hollman Hollow Spring (SRs1),Spring,Ground Water,Nutrients,NITRATE AS N,,2.4,MG/L,Total,sr950926,372,,HACH 8192,U,Groundwater,"(30.2762449497935, -98.0047362813593)",144825,30.27624495,-98.00473628,12677,FALSE,
Barton Creek,9/20/95 11:30,Crenshaw Tributary 1 (CRT1) @ Barton Creek,Stream,Surface Water,Nutrients,NITRATE AS N,,0.9,MG/L,Total,,72,,HACH 8171,U,Canyon Study,"(30.2842254599368, -97.8521367343757)",62742,30.28422546,-97.85213673,7734,FALSE,
Barton Creek,9/20/95 11:30,Crenshaw Tributary 1 (CRT1) @ Barton Creek,Stream,Surface Water,Nutrients,NITRATE AS N,,0.9,MG/L,Total,,72,,HACH 8171,U,Canyon Study,"(30.2842254599368, -97.8521367343757)",62754,30.28422546,-97.85213673,7735,FALSE,Field Split
Barton Creek,9/20/95 11:30,Lost Creek Residential Tributary @ Barton (LCR),Stream,Surface Water,Nutrients,NITRATE AS N,,0.6,MG/L,Total,,55,,HACH 8171,U,Canyon Study,"(30.2715190968359, -97.8313415660296)",62710,30.2715191,-97.83134157,7732,FALSE,
Barton Creek,9/20/95 11:30,Lost Creek Waterfalls Tributary @ Barton (LCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.2,MG/L,Total,,56,,HACH 8171,U,Canyon Study,"(30.2744157246489, -97.834612616607)",62723,30.27441572,-97.83461262,7733,FALSE,
Barton Creek,9/20/95 11:30,Ringtail Ridge Canyon Tributary @ Barton (RRC),Stream,Surface Water,Nutrients,NITRATE AS N,,0.6,MG/L,Total,,59,,HACH 8171,U,Canyon Study,"(30.2750795197877, -97.8362146399311)",62760,30.27507952,-97.83621464,7736,FALSE,
Barton Creek,9/8/95 12:50,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,1.1,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",58121,30.26408358,-97.76867081,7464,FALSE,
Barton Creek,8/24/95 12:55,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,99,,HACH 8171,U,Canyon Study,"(30.2957521353367, -97.8813027566775)",57407,30.29575214,-97.88130276,7376,FALSE,
Barton Creek,8/24/95 11:10,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,57,,HACH 8038,U,Canyon Study,"(30.2448790119315, -98.0755658693783)",57416,30.24487901,-98.07556587,7377,FALSE,
Barton Creek,8/24/95 0:00,Lost Creek Waterfalls Tributary @ Barton (LCW),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,1,56,,HACH 8171,U,Canyon Study,"(30.2744157246489, -97.834612616607)",57444,30.27441572,-97.83461262,7382,TRUE,Field Split
Barton Creek,8/24/95 0:00,Lost Creek Waterfalls Tributary @ Barton (LCW),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,56,,HACH 8171,U,Canyon Study,"(30.2744157246489, -97.834612616607)",57440,30.27441572,-97.83461262,7380,TRUE,
Barton Creek,8/4/95 12:00,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,0.9,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",57595,30.26408358,-97.76867081,7405,FALSE,
Barton Creek,7/20/95 14:00,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,99,,HACH 8038,U,Canyon Study,"(30.2957521353367, -97.8813027566775)",57145,30.29575214,-97.88130276,7310,FALSE,
Barton Creek,7/20/95 14:00,Crenshaw Tributary 1 (CRT1) @ Barton Creek,Stream,Surface Water,Nutrients,NITRATE AS N,,0.9,MG/L,Total,,72,,HACH 8038,U,Canyon Study,"(30.2842254599368, -97.8521367343757)",57189,30.28422546,-97.85213673,7322,FALSE,
Barton Creek,7/20/95 14:00,Crenshaw Tributary 1 (CRT1) @ Barton Creek,Stream,Surface Water,Nutrients,NITRATE AS N,,0.9,MG/L,Total,,72,,HACH 8038,U,Canyon Study,"(30.2842254599368, -97.8521367343757)",57193,30.28422546,-97.85213673,7323,FALSE,Field Split
Barton Creek,7/20/95 12:30,Ringtail Ridge Canyon Tributary @ Barton (RRC),Stream,Surface Water,Nutrients,NITRATE AS N,,0.6,MG/L,Total,,59,,HACH 8038,U,Canyon Study,"(30.2750795197877, -97.8362146399311)",57172,30.27507952,-97.83621464,7316,FALSE,
Barton Creek,7/20/95 0:00,Lost Creek Waterfalls Tributary @ Barton (LCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,56,,HACH 8038,U,Canyon Study,"(30.2744157246489, -97.834612616607)",57204,30.27441572,-97.83461262,7328,TRUE,
Barton Creek,7/20/95 0:00,Southwest (SW) Parkway Spring (UPSP),Spring,Ground Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,1,159,,HACH 8038,U,Groundwater,"(30.2789973447818, -97.9007759523011)",57220,30.27899734,-97.90077595,7330,TRUE,
Barton Creek,7/12/95 0:00,Old Mill (Sunken Gardens) Spring,Spring,Ground Water,Nutrients,NITRATE AS N,,0.96,MG/L,Total,0M950712,422,,SM 9210,U,Groundwater,"(30.2635848609854, -97.7680757366172)",58841,30.26358486,-97.76807574,7497,TRUE,
Barton Creek,7/7/95 13:45,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,0.6,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",47459,30.26408358,-97.76867081,6314,FALSE,
Barton Creek,7/7/95 13:45,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,0.7,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",47451,30.26408358,-97.76867081,6313,FALSE,
Barton Creek,6/27/95 0:00,Barton Creek 350m Downstream of Lost Creek Blvd,Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,88,,HACH 8192,U,Environmental Integrity Index (EII),"(30.2739982755654, -97.8417053800338)",61452,30.27399828,-97.84170538,7601,TRUE,
Barton Creek,6/27/95 0:00,Barton Creek @ Hwy 71 us Little Barton (BC0),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,78,,HACH 8192,U,Environmental Integrity Index (EII),"(30.2947831486892, -97.926965322383)",61446,30.29478315,-97.92696532,7600,TRUE,
Barton Creek,6/27/95 0:00,Barton Creek Upstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,0.2,MG/L,Total,,53,,HACH 8192,U,Environmental Integrity Index (EII),"(30.2636372560231, -97.7730328352912)",61458,30.26363726,-97.77303284,7602,TRUE,
Barton Creek,6/22/95 14:20,Crenshaw Tributary 1 (CRT1) @ Barton Creek,Stream,Surface Water,Nutrients,NITRATE AS N,,0.5,MG/L,Total,,72,,HACH 8038,R,Canyon Study,"(30.2842254599368, -97.8521367343757)",45398,30.28422546,-97.85213673,5975,FALSE,
Barton Creek,6/22/95 14:20,Crenshaw Tributary 1 (CRT1) @ Barton Creek,Stream,Surface Water,Nutrients,NITRATE AS N,,0.6,MG/L,Total,,72,,HACH 8038,R,Canyon Study,"(30.2842254599368, -97.8521367343757)",45402,30.28422546,-97.85213673,5976,FALSE,Field Split
Barton Creek,6/22/95 11:45,Ringtail Ridge Canyon Tributary @ Barton (RRC),Stream,Surface Water,Nutrients,NITRATE AS N,,1.5,MG/L,Total,,59,,HACH 8171,U,Canyon Study,"(30.2750795197877, -97.8362146399311)",45390,30.27507952,-97.83621464,5974,FALSE,
Barton Creek,6/22/95 11:35,Lost Creek Waterfalls Tributary @ Barton (LCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.3,MG/L,Total,,56,,HACH 8038,R,Canyon Study,"(30.2744157246489, -97.834612616607)",45424,30.27441572,-97.83461262,5979,FALSE,
Barton Creek,6/22/95 11:29,Lost Creek Residential Tributary @ Barton (LCR),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.01,MG/L,Total,,55,,HACH 8038,R,Canyon Study,"(30.2715190968359, -97.8313415660296)",45417,30.2715191,-97.83134157,5978,FALSE,
Barton Creek,6/22/95 0:00,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,99,,HACH 8038,R,Canyon Study,"(30.2957521353367, -97.8813027566775)",45342,30.29575214,-97.88130276,5968,TRUE,
Barton Creek,6/22/95 0:00,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,57,,HACH 8038,R,Canyon Study,"(30.2448790119315, -98.0755658693783)",45301,30.24487901,-98.07556587,5963,TRUE,
Barton Creek,6/22/95 0:00,Upland Tributary 1 @ Southwest Parkway (UPTS),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.01,MG/L,Total,,75,,HACH 8038,R,Canyon Study,"(30.278974752081, -97.9007448338307)",45310,30.27897475,-97.90074483,5964,TRUE,
Barton Creek,6/15/95 14:00,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.2,MG/L,Total,,99,,HACH 8038,U,Canyon Study,"(30.2957521353367, -97.8813027566775)",46403,30.29575214,-97.88130276,6133,FALSE,
Barton Creek,6/15/95 12:40,Camelot Tributary @ Barton Creek (CAM),Stream,Surface Water,Nutrients,NITRATE AS N,,0.6,MG/L,Total,,61,,HACH 8038,U,Canyon Study,"(30.2929251856773, -97.8436571272337)",46331,30.29292519,-97.84365713,6125,FALSE,
Barton Creek,6/15/95 11:30,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,57,,HACH 8038,U,Canyon Study,"(30.2448790119315, -98.0755658693783)",46385,30.24487901,-98.07556587,6131,FALSE,
Barton Creek,6/15/95 11:30,Ringtail Ridge Canyon Tributary @ Barton (RRC),Stream,Surface Water,Nutrients,NITRATE AS N,,1.8,MG/L,Total,,59,,HACH 8038,U,Canyon Study,"(30.2750795197877, -97.8362146399311)",46322,30.27507952,-97.83621464,6124,FALSE,
Barton Creek,6/15/95 9:50,Upland Tributary 1 @ Southwest Parkway (UPTS),Stream,Surface Water,Nutrients,NITRATE AS N,,0.1,MG/L,Total,,75,,HACH 8038,U,Canyon Study,"(30.278974752081, -97.9007448338307)",46358,30.27897475,-97.90074483,6128,FALSE,
Barton Creek,6/9/95 13:30,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,0.2,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",439865,30.26408358,-97.76867081,68292,FALSE,
Barton Creek,6/8/95 0:00,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.3,MG/L,Total,,99,,HACH 8038,U,Canyon Study,"(30.2957521353367, -97.8813027566775)",41614,30.29575214,-97.88130276,5686,TRUE,
Barton Creek,6/8/95 0:00,Camelot Tributary @ Barton Creek (CAM),Stream,Surface Water,Nutrients,NITRATE AS N,,0.9,MG/L,Total,,61,,HACH 8038,U,Canyon Study,"(30.2929251856773, -97.8436571272337)",41663,30.29292519,-97.84365713,5693,TRUE,
Barton Creek,6/8/95 0:00,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,57,,HACH 8038,U,Canyon Study,"(30.2448790119315, -98.0755658693783)",41649,30.24487901,-98.07556587,5691,TRUE,
Barton Creek,6/8/95 0:00,Ringtail Ridge Canyon Tributary @ Barton (RRC),Stream,Surface Water,Nutrients,NITRATE AS N,,1.5,MG/L,Total,,59,,HACH 8171,U,Canyon Study,"(30.2750795197877, -97.8362146399311)",41628,30.27507952,-97.83621464,5688,TRUE,
Barton Creek,6/8/95 0:00,Upland Tributary 1 @ Southwest Parkway (UPTS),Stream,Surface Water,Nutrients,NITRATE AS N,<,0.1,MG/L,Total,,75,,HACH 8038,U,Canyon Study,"(30.278974752081, -97.9007448338307)",41635,30.27897475,-97.90074483,5689,TRUE,
Barton Creek,6/2/95 11:25,Barton Creek Downstream of Barton Spring Pool,Stream,Surface Water,Nutrients,NITRATE AS N,,0.3,MG/L,Total,,178,,HACH 8171,U,Water Watch Dog,"(30.2640835814403, -97.768670814505)",304383,30.26408358,-97.76867081,18268,FALSE,
Barton Creek,6/2/95 0:00,Barton Creek West Tributary 1 @ Barton Creek (BCW),Stream,Surface Water,Nutrients,NITRATE AS N,,0.5,MG/L,Total,,99,,HACH 8038,U,Canyon Study,"(30.2957521353367, -97.8813027566775)",40550,30.29575214,-97.88130276,5621,TRUE,
Barton Creek,6/2/95 0:00,Barton Scenic Bluff Spring,Spring,Surface Water,Nutrients,NITRATE AS N,,0.03,MG/L,Total,,578,,HACH 8171,S,Groundwater,"(30.3033884844776, -97.8888742486095)",90861,30.30338848,-97.88887425,9949,TRUE,
Barton Creek,6/2/95 0:00,Barton Scenic Bluff Spring,Spring,Surface Water,Nutrients,NITRATE AS N,,1.9,MG/L,Total,,578,,HACH 8038,U,Groundwater,"(30.3033884844776, -97.8888742486095)",40536,30.30338848,-97.88887425,5619,TRUE,
Barton Creek,6/1/95 15:05,Camelot Tributary @ Barton Creek (CAM),Stream,Surface Water,Nutrients,NITRATE AS N,,1,MG/L,Total,,61,,HACH 8171,U,Canyon Study,"(30.2929251856773, -97.8436571272337)",40091,30.29292519,-97.84365713,5597,FALSE,
Barton Creek,6/1/95 15:05,Fitzhugh Creek @ Barton Creek (FIT),Stream,Surface Water,Nutrients,NITRATE AS N,,0.2,MG/L,Total,,57,,HACH 8038,U,Canyon Study,"(30.2448790119315, -98.0755658693783)",39999,30.24487901,-98.07556587,5589,FALSE,
