WATERSHED,SAMPLE_DATE,SITE_NAME,SITE_TYPE,MEDIUM,PARAM_TYPE,PARAMETER,QUALIFIER,RESULT,UNIT,FILTER,SAMPLE_ID,SAMPLE_SITE_NO,DEPTH_IN_METERS,METHOD,QC_FLAG,PROJECT,Location,DATA_REF_NO,LAT_DD_WGS84,LON_DD_WGS84,SAMPLE_REF_NO,TIME_NULL,QC_TYPE
Bull Creek,11/30/11 10:30,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,410.6,MPN/100ML,Total,C,350,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.371670696383, -97.7849299604548)",1839875,30.3716707,-97.78492996,371918,FALSE,
Bull Creek,11/30/11 10:30,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,456.9,MPN/100ML,Total,A,350,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.371670696383, -97.7849299604548)",1839877,30.3716707,-97.78492996,371916,FALSE,
Bull Creek,11/30/11 10:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,>,2419.6,MPN/100ML,Total,A,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1840429,30.3663747,-97.78706492,371911,FALSE,
Bull Creek,11/30/11 10:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,>,2419.6,MPN/100ML,Total,C,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1840247,30.3663747,-97.78706492,371913,FALSE,
Bull Creek,11/30/11 10:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,1986.3,MPN/100ML,Total,B,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1840249,30.3663747,-97.78706492,371912,FALSE,
Bull Creek,11/30/11 10:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,166.4,MPN/100ML,Total,B,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1840431,30.3663747,-97.78706492,371909,FALSE,
Bull Creek,11/30/11 10:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,191.8,MPN/100ML,Total,C,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1840430,30.3663747,-97.78706492,371910,FALSE,
Bull Creek,11/30/11 10:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,238.2,MPN/100ML,Total,A,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1840432,30.3663747,-97.78706492,371908,FALSE,
Bull Creek,11/21/11 0:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,19.6,MPN/100ML,Total,,3794,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3663747028379, -97.7870649158058)",1835456,30.3663747,-97.78706492,371781,TRUE,
Bull Creek,11/9/11 0:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,25.6,MPN/100ML,Total,,3794,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3663747028379, -97.7870649158058)",1835630,30.3663747,-97.78706492,371778,TRUE,
Bull Creek,11/9/11 0:00,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,980.4,MPN/100ML,Total,,350,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1835631,30.3716707,-97.78492996,371777,TRUE,
Bull Creek,11/7/11 0:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,28.2,MPN/100ML,Total,,3794,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3663747028379, -97.7870649158058)",1835632,30.3663747,-97.78706492,371776,TRUE,
Bull Creek,10/24/11 0:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,204.6,MPN/100ML,Total,,3794,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3663747028379, -97.7870649158058)",1835816,30.3663747,-97.78706492,371771,TRUE,
Bull Creek,10/24/11 0:00,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,378.4,MPN/100ML,Total,,350,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1835817,30.3716707,-97.78492996,371770,TRUE,
Bull Creek,6/22/11 0:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,727,MPN/100ML,Total,,3794,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3663747028379, -97.7870649158058)",1821303,30.3663747,-97.78706492,362348,TRUE,
Bull Creek,6/22/11 0:00,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,1986.3,MPN/100ML,Total,,350,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1821304,30.3716707,-97.78492996,362347,TRUE,
Bull Creek,6/8/11 0:00,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,980.4,MPN/100ML,Total,,350,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1818733,30.3716707,-97.78492996,362340,TRUE,
Bull Creek,5/18/11 0:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,24.9,MPN/100ML,Total,,3794,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3663747028379, -97.7870649158058)",1822332,30.3663747,-97.78706492,362337,TRUE,
Bull Creek,5/18/11 0:00,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,275.5,MPN/100ML,Total,,350,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1822333,30.3716707,-97.78492996,362336,TRUE,
Bull Creek,5/16/11 0:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,67.7,MPN/100ML,Total,,3794,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3663747028379, -97.7870649158058)",1822334,30.3663747,-97.78706492,362335,TRUE,
Bull Creek,5/16/11 0:00,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,285.1,MPN/100ML,Total,,350,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1822335,30.3716707,-97.78492996,362334,TRUE,
Bull Creek,5/4/11 0:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,4.1,MPN/100ML,Total,,3794,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3663747028379, -97.7870649158058)",1822336,30.3663747,-97.78706492,362333,TRUE,
Bull Creek,5/4/11 0:00,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,727,MPN/100ML,Total,,350,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1822337,30.3716707,-97.78492996,362332,TRUE,
Bull Creek,5/2/11 0:00,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,4.1,MPN/100ML,Total,,3794,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3663747028379, -97.7870649158058)",1822338,30.3663747,-97.78706492,362331,TRUE,
Bull Creek,5/2/11 0:00,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,387.3,MPN/100ML,Total,,350,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1822339,30.3716707,-97.78492996,362330,TRUE,
Bull Creek,4/28/11 12:30,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,101.7,MPN/100ML,Total,C,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1854273,30.41900917,-97.81269688,360748,FALSE,
Bull Creek,4/28/11 12:30,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,218.7,MPN/100ML,Total,A,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1854450,30.41900917,-97.81269688,360746,FALSE,
Bull Creek,4/28/11 12:30,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,1732.9,MPN/100ML,Total,B,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1778335,30.41900917,-97.81269688,360747,FALSE,
Bull Creek,4/28/11 12:30,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,53.7,MPN/100ML,Total,C,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1854451,30.41900917,-97.81269688,360745,FALSE,
Bull Creek,4/28/11 12:30,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,228.2,MPN/100ML,Total,A,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1854453,30.41900917,-97.81269688,360743,FALSE,
Bull Creek,4/28/11 12:30,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,307.6,MPN/100ML,Total,B,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1854452,30.41900917,-97.81269688,360744,FALSE,
Bull Creek,4/28/11 11:30,Bull Creek 100 ft Upstream of Loop 360 (S xing),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,816.4,MPN/100ML,Total,,4192,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.3730103052084, -97.7846630081252)",1854084,30.37301031,-97.78466301,360753,FALSE,
Bull Creek,4/28/11 11:05,Bull Creek Under Loop 360 Between Spans,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,1299.7,MPN/100ML,Total,,5254,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,,1854089,,,360751,FALSE,
Bull Creek,4/28/11 10:50,Bull Creek @ Loop 360 First Crossing,Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,>,2419.6,MPN/100ML,Total,A,350,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.371670696383, -97.7849299604548)",1854456,30.3716707,-97.78492996,360739,FALSE,
Bull Creek,4/28/11 10:50,Bull Creek @ Loop 360 First Crossing,Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,1203.3,MPN/100ML,Total,B,350,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.371670696383, -97.7849299604548)",1854455,30.3716707,-97.78492996,360740,FALSE,
Bull Creek,4/28/11 10:50,Bull Creek @ Loop 360 First Crossing,Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,1203.3,MPN/100ML,Total,C,350,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.371670696383, -97.7849299604548)",1854454,30.3716707,-97.78492996,360741,FALSE,
Bull Creek,4/28/11 10:50,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,727,MPN/100ML,Total,B,350,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.371670696383, -97.7849299604548)",1778334,30.3716707,-97.78492996,360737,FALSE,
Bull Creek,4/28/11 10:50,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,920.8,MPN/100ML,Total,A,350,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.371670696383, -97.7849299604548)",1854458,30.3716707,-97.78492996,360736,FALSE,
Bull Creek,4/28/11 10:50,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,1119.9,MPN/100ML,Total,C,350,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.371670696383, -97.7849299604548)",1854457,30.3716707,-97.78492996,360738,FALSE,
Bull Creek,4/28/11 10:20,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,5.2,MPN/100ML,Total,A,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1854648,30.3663747,-97.78706492,360732,FALSE,
Bull Creek,4/28/11 10:20,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,12,MPN/100ML,Total,C,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1854646,30.3663747,-97.78706492,360734,FALSE,
Bull Creek,4/28/11 10:20,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,12.8,MPN/100ML,Total,B,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1854647,30.3663747,-97.78706492,360733,FALSE,
Bull Creek,4/28/11 10:20,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,2,MPN/100ML,Total,B,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1854650,30.3663747,-97.78706492,360730,FALSE,
Bull Creek,4/28/11 10:20,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,3,MPN/100ML,Total,C,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1854649,30.3663747,-97.78706492,360731,FALSE,
Bull Creek,4/28/11 10:20,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,3.1,MPN/100ML,Total,A,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1854822,30.3663747,-97.78706492,360729,FALSE,
Barton Creek,9/1/04 9:30,Barton Spring,Spring,Ground Water,Bacteria/Pathogens,E COLI BACTERIA,,2,Colonies/100mL,Total,35 BS-1SEP4-1,35,,SM 9222 G,U,Barton Springs Quarterly,"(30.2635351223695, -97.7709796798271)",1092935,30.26353512,-97.77097968,253585,FALSE,
Bull Creek,4/11/11 10:20,Bull Creek 100 ft Upstream of Loop 360 (S xing),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,146.7,MPN/100ML,Total,A,4192,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.3730103052084, -97.7846630081252)",1853902,30.37301031,-97.78466301,360760,FALSE,
Bull Creek,4/11/11 10:20,Bull Creek 100 ft Upstream of Loop 360 (S xing),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,155.3,MPN/100ML,Total,B,4192,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.3730103052084, -97.7846630081252)",1853901,30.37301031,-97.78466301,360761,FALSE,
Bull Creek,4/11/11 10:20,Bull Creek 100 ft Upstream of Loop 360 (S xing),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,204.6,MPN/100ML,Total,C,4192,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.3730103052084, -97.7846630081252)",1853900,30.37301031,-97.78466301,360762,FALSE,
Bull Creek,4/11/11 10:15,Bull Creek Under Loop 360 Between Spans,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,104.6,MPN/100ML,Total,C,5254,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,,1828916,,,373174,FALSE,
Bull Creek,4/11/11 10:15,Bull Creek Under Loop 360 Between Spans,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,686.7,MPN/100ML,Total,A,5254,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,,1828914,,,373172,FALSE,
Bull Creek,4/11/11 10:15,Bull Creek Under Loop 360 Between Spans,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,686.7,MPN/100ML,Total,B,5254,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,,1828915,,,373173,FALSE,
Bull Creek,4/11/11 10:10,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,1203.3,MPN/100ML,Total,A,350,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1853905,30.3716707,-97.78492996,360757,FALSE,
Bull Creek,4/11/11 10:10,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,1203.3,MPN/100ML,Total,B,350,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1853904,30.3716707,-97.78492996,360758,FALSE,
Bull Creek,4/11/11 10:10,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,1413.6,MPN/100ML,Total,C,350,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1853903,30.3716707,-97.78492996,360759,FALSE,
Bull Creek,4/11/11 10:03,Bull Creek 375 ft Upstream of Lakewood Drive,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,41.7,MPN/100ML,Total,,4189,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.3662627963304, -97.7857230592554)",1774141,30.3662628,-97.78572306,360756,FALSE,
Bull Creek,4/6/11 15:00,Bull Creek Tributary 2 @ Bull Creek,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,12.1,MPN/100ML,Total,,3456,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.3824351648276, -97.7701418909239)",1853899,30.38243516,-97.77014189,360763,FALSE,
Bull Creek,4/6/11 14:56,Bull Creek Below Trib 2,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,15.8,MPN/100ML,Total,,3454,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.3822223865819, -97.7706424195705)",1853898,30.38222239,-97.77064242,360764,FALSE,
Bull Creek,4/6/11 14:55,Bull Creek above Trib 2,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,29.2,MPN/100ML,Total,,3455,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.3827369854926, -97.7703813053107)",1856682,30.38273699,-97.77038131,360767,FALSE,
Bull Creek,4/6/11 14:40,Bull Creek 375 ft Upstream of Lakewood Drive,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,5.2,MPN/100ML,Total,,4189,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.3662627963304, -97.7857230592554)",1774142,30.3662628,-97.78572306,360766,FALSE,
Bull Creek,4/11/11 10:03,Bull Creek 375 ft Upstream of Lakewood Drive,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,41.7,MPN/100ML,Total,,4189,,COLILERT (IDEXX METHOD),U,Emergency Investigation,"(30.3662627963304, -97.7857230592554)",1853906,30.3662628,-97.78572306,360755,FALSE,
Bull Creek,4/6/11 14:00,Bull Creek 100 ft Upstream of Loop 360 (S xing),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,48.7,MPN/100ML,Total,,4192,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.3730103052084, -97.7846630081252)",1853897,30.37301031,-97.78466301,360765,FALSE,
Bull Creek,4/6/11 14:00,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,206.4,MPN/100ML,Total,,350,,COLILERT (IDEXX METHOD),U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1856681,30.3716707,-97.78492996,360768,FALSE,
Bull Creek,3/3/11 10:10,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,8.1,MPN/100ML,Total,A,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1763163,30.41900917,-97.81269688,355544,FALSE,
Bull Creek,3/3/11 10:10,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,12,MPN/100ML,Total,C,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1763165,30.41900917,-97.81269688,355546,FALSE,
Bull Creek,3/3/11 10:10,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,21.1,MPN/100ML,Total,B,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1763164,30.41900917,-97.81269688,355545,FALSE,
Bull Creek,3/3/11 10:10,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,3.1,MPN/100ML,Total,A,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1817848,30.41900917,-97.81269688,355541,FALSE,
Bull Creek,3/3/11 10:10,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,4.1,MPN/100ML,Total,B,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1817847,30.41900917,-97.81269688,355542,FALSE,
Bull Creek,3/3/11 10:10,Bull Creek  Upstream of Tributary 7 (Franklin),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,5.2,MPN/100ML,Total,C,349,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.4190091731392, -97.8126968833023)",1817846,30.41900917,-97.81269688,355543,FALSE,
Bull Creek,3/9/11 0:00,Bull Creek 375 ft Upstream of Lakewood Drive,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,78.9,MPN/100ML,Total,,4189,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3662627963304, -97.7857230592554)",1866725,30.3662628,-97.78572306,359086,TRUE,
Bull Creek,3/3/11 9:33,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,143.9,MPN/100ML,Total,A,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1817851,30.3663747,-97.78706492,355538,FALSE,
Bull Creek,3/3/11 9:33,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,143.9,MPN/100ML,Total,B,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1817850,30.3663747,-97.78706492,355539,FALSE,
Bull Creek,3/3/11 9:33,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Sediment,Bacteria/Pathogens,E COLI BACTERIA,,178.2,MPN/100ML,Total,C,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1817849,30.3663747,-97.78706492,355540,FALSE,
Bull Creek,3/3/11 9:33,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,119.8,MPN/100ML,Total,B,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1763162,30.3663747,-97.78706492,355536,FALSE,
Bull Creek,3/3/11 9:33,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,172.2,MPN/100ML,Total,A,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1817978,30.3663747,-97.78706492,355535,FALSE,
Bull Creek,3/3/11 9:33,Bull Creek @ Bull Creek Dist Park (Lakewood Dr),Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,178.5,MPN/100ML,Total,C,3794,,COLILERT (IDEXX METHOD),U,Bull Creek Sediment Bacteria Study,"(30.3663747028379, -97.7870649158058)",1817977,30.3663747,-97.78706492,355537,FALSE,
Bull Creek,2/23/11 0:00,Bull Creek 375 ft Upstream of Lakewood Drive,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,31.8,MPN/100ML,Total,,4189,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3662627963304, -97.7857230592554)",1866900,30.3662628,-97.78572306,359082,TRUE,
Bull Creek,2/9/11 0:00,Bull Creek 375 ft Upstream of Lakewood Drive,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,52.9,MPN/100ML,Total,,4189,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.3662627963304, -97.7857230592554)",1866902,30.3662628,-97.78572306,359080,TRUE,
Bull Creek,2/9/11 0:00,Bull Creek @ Loop 360 First Crossing,Stream,Surface Water,Bacteria/Pathogens,E COLI BACTERIA,,78,MPN/100ML,Total,,350,,SM 9223 B,U,Bull Creek Contact Rec Assessment,"(30.371670696383, -97.7849299604548)",1866903,30.3716707,-97.78492996,359079,TRUE,
Barton Creek,4/9/08 0:00,Barton Spring,Spring,Ground Water,Bacteria/Pathogens,E COLI BACTERIA,<,2,Colonies/100mL,Total,,35,,SM 9222 G,U,Groundwater,"(30.2635351223695, -97.7709796798271)",1535915,30.26353512,-97.77097968,317515,TRUE,
