SITE_NAME,M_Result,M_Error,M_WT_Result,M_PH_Result,M_DIS_Result,M_TUR_Result,M_DS_Rain,M_Temp,N,E_std,R2,R22,PARM_INTERCIP,tSTAT_INTERCIP,PARM_WT,tSTAT_WT,PARM_PH,tSTAT_PH,PARM_DIS,tSTAT_DIS,PARM_TUR,tSTAT_TUR,PARM_DS_Rain,tSTAT_DS_Rain,PARM_AMB_TEMP,tSTAT_AMB_TEMP,LAT_DD_WGS84,LON_DD_WGS84
Onion Creek @ McKinney Falls ds Lower Falls,36.65502392,4.58E-14,18.2192823,7.785980861,7.026507177,0,17.46889952,21.9,209,30.21620932,0.075984093,0.14,-71.30461719,0.056567296,-0.07731226,0.901835751,12.31797517,0.007849297,1.928755773,0.003889444,0,0,-0.304064149,0.002627896,-0.078633621,0.724414754,30.18845663,-97.71964046
Onion Creek @ Mckinney Falls Upper Pool,32.967,1.09E-13,53.72395,7.76005,6.88635,0,17.875,22.4,200,29.40261833,0.138039527,0.24,-55.96929883,0.103615412,-0.565788797,0.268173616,11.90585424,0.006488382,2.288185341,0.000123931,0,0,-0.280342956,0.00087052,-0.560762228,0.002209207,30.18452473,-97.72549275
Onion Creek @ South Austin Regional WWTP (SAR),54.76923077,7.11E-15,17.95769231,7.618461539,8.146153846,0,8.307692308,21.3,13,27.04044412,0.42224143,0.81,-151.3721357,0.474996701,9.55548697,0.115646551,-7.037808497,0.702915816,10.77454994,0.079180303,0,0,6.422973345,0.013350735,-1.860366419,0.082148824,30.20693181,-97.61558726
Onion Creek @ Twin Creeks Road (OC1),41.00909091,-3.55E-15,17.66363636,7.801818182,7.73,0,9.636363636,21.1,11,29.04205014,0.378056396,0.87,-336.2084662,0.095831242,22.56669166,0.038481204,-7.499855871,0.445047646,-8.834033703,0.052296837,0,0,-4.959935981,0.034723253,6.286090223,0.062357259,30.12546363,-97.82225081
Onion Creek near Driftwood (Hwy 150),34.22307692,-7.65E-15,17.57769231,7.706153846,8.525384615,0,9.538461539,21.9,13,18.87532902,0.102401432,0.14,99.67500426,0.672339214,-2.936638576,0.666026187,-1.388185233,0.944169552,1.490970516,0.793767099,0,0,0.654215858,0.537239441,-1.271652735,0.464953511,30.08543218,-98.01336507
Panther Hollow Creek @ Big View Road,28.42105263,-4.97E-14,18.33157895,8.02631579,9.091578947,0,9.684210526,17.7,19,24.29291162,0.145064315,0.63,324.0825505,0.010606613,-9.7820987,0.065739849,-14.71227306,0.010995764,-3.026078598,0.191738083,0,0,1.00279224,0.130272784,0.554026645,0.268417504,30.35922396,-97.86358143
Rinard Creek @ Bradshaw Road,57.2375,-5.51E-14,18.57666667,7.570875,7.549166667,0,11.29166667,19.4,24,36.84837396,0.223987758,0.44,-556.6249673,0.028286236,14.64776559,0.090667563,31.02547101,0.06881389,15.13977439,0.174894244,0,0,-0.560217364,0.722134676,-0.381807171,0.715165172,30.13810954,-97.77395254
Short Spring Branch Trib @ Barton Creek (SSB),32.6,-2.30E-15,19.99176471,8.128941177,7.602352941,0,10.64705882,16.5,17,14.33728625,0.516254967,0.72,-32.16641226,0.612896906,1.419543011,0.233137181,-1.344118242,0.846489541,4.166905904,0.508923501,0,0,-1.009237968,0.014960973,1.666000677,0.116842377,30.27581838,-97.84620551
Slaughter Creek @ FM 1826 (USGS),27.75652174,-3.71E-15,20.81,7.782608696,9.84,0,6.782608696,18.1,23,26.22866612,0.220336645,0.51,-299.8807424,0.281229349,-0.542690978,0.69431081,45.68125435,0.182096074,-1.174507386,0.868976707,0,0,-4.295163399,0.009487493,1.372434283,0.140630428,30.2095626,-97.90356935
Slaughter Creek @ Pine Valley Drive,30.9,3.52E-14,18.86130435,7.760869565,9.809565217,0,6.739130435,19.6,23,24.07070942,0.343365172,0.6,185.4975278,0.368550072,1.05889792,0.308384498,-7.278483815,0.759402108,-14.82024839,0.016966236,0,0,-1.810951911,0.214203981,1.892789193,0.016857129,30.14872059,-97.78555146
South Boggy Creek @ Bluff Springs Road (BO1),56.04285714,-3.01E-13,21.56142857,7.760714286,9.238571429,0,6.214285714,16.4,14,21.05654306,0.779696152,0.75,2081.946322,0.007270688,-2.925343719,0.372635312,-205.8225163,0.00960728,-49.59508357,0.012803043,0,0,1.446554302,0.565336624,5.092007495,0.030280094,30.1705111,-97.76860917
South Fork Dry Creek @ FM812,51.83846154,1.26E-13,19.03307692,7.954615385,8.322307692,0,8.615384615,16,13,30.43093406,0.366278641,0.57,-572.2391435,0.329107549,-5.176171649,0.386311336,60.96243056,0.361679176,22.56999759,0.207487751,0,0,2.989071333,0.490979657,0.834822967,0.590385979,30.13983916,-97.66276869
Tannehill Creek @ Lovell Drive,72.15333333,1.42E-15,18.56533333,8.053333333,8.054666667,0,18.6,19.5,15,28.34954989,0.447735521,0.73,323.5617825,0.260865679,-9.415895988,0.032483788,-35.43739278,0.314185448,20.4342229,0.158346218,0,0,-0.951091116,0.098138888,3.167649089,0.017597157,30.29144589,-97.68766433
Taylor Slough North @ Mayfield Park,63.45384615,2.23E-14,18.94230769,8.357692308,4.963076923,0,7.076923077,14.3,13,17.21084324,0.815687107,0.92,8.6811188,0.962022957,-2.289252604,0.087296347,24.3395018,0.231508839,-17.92654112,0.00281046,0,0,1.962602138,0.248370454,-2.210202783,0.056323063,30.31231871,-97.77017525
Turkey Creek @ City Park Road,38.20714286,-1.12E-14,19.04785714,7.92,3.831428571,0,8.5,20.5,14,19.09366649,0.507700126,0.88,351.5204841,0.04606401,2.859723127,0.006128784,-54.40483695,0.029572938,2.437295086,0.299887235,0,0,0.456369738,0.636569488,2.022993175,0.009459192,30.33264164,-97.83896069
Waller Creek @ Shipe Park,19.71428571,1.07E-14,21.02214286,7.750714286,5.995714286,0,13.14285714,26.4,14,22.31227102,0.614237241,0.93,233.7240059,0.017471993,-1.09716246,0.209342584,-9.739641403,0.287415191,-3.696460608,0.214393639,0,0,0.4045618,0.419868665,-3.808140734,0.00016303,30.30702124,-97.72642298
Walnut Creek @ Old Manor Road,57.43181818,-2.07E-14,20.84045455,7.765909091,9.504090909,0,18.45454546,23.4,22,39.04661696,0.163999942,0.58,596.2198146,0.01002038,1.797022797,0.181094382,-71.94296308,0.015182933,11.96996004,0.133313399,0,0,-2.200930277,0.015988779,-3.199777918,0.013927934,30.32241751,-97.65051216
Walnut Creek Downstream of IH35,71.51034483,7.42E-14,19.88206897,7.695172414,9.937931035,0,21.10344828,21.6,29,28.63504826,0.487794588,0.68,121.7036115,0.289277664,-2.720465623,0.017902744,14.72633036,0.284193228,-12.93023359,0.007671999,0,0,0.131522088,0.768306442,0.469785886,0.469164218,30.38835955,-97.67208436
Walnut Creek Upstream of Freescale,66.23333333,1.42E-14,21.17428571,7.871428571,9.607142857,0,13.33333333,21.3,21,30.08901935,0.291548853,0.54,-127.3398815,0.557767889,0.669200555,0.652581657,17.20628644,0.513064769,10.03429076,0.040397524,0,0,-1.677131513,0.027696637,-1.494480628,0.168543004,30.27176227,-97.65624519
Wells Branch Creek @ Walnut Metro Park,75.97368421,-3.81E-14,20.31052632,7.232105263,5.554210526,0,15.57894737,19.7,19,35.15161681,0.115115976,0.2,1158.907992,0.296849026,1.41926057,0.678061975,-158.7119682,0.327659717,2.842258329,0.732150405,0,0,-0.778602674,0.468287108,1.229654172,0.343731144,30.4003932,-97.68168026
West Bouldin @ Cardinal,67.45833333,7.64E-14,22.88333333,7.1725,7.065,0,17,14.5,12,24.16533815,0.557673093,0.89,2261.4304,0.030423238,3.794128545,0.134911164,-209.0175353,0.083105857,-105.7699655,0.112311467,0,0,-2.596847741,0.031740832,1.307904034,0.437507943,30.23540476,-97.77190935
West Bull Creek @ Bell Mt. Road (ED),51.25294118,5.10E-14,21.46411765,7.123529412,8.301176471,0,6.411764706,15.6,17,28.51147286,0.498162096,0.61,-389.5814237,0.580441136,0.936764798,0.634213552,24.13643693,0.819791212,25.96470531,0.260243592,0,0,0.241974977,0.908525498,2.213059258,0.283723391,30.37630083,-97.80459247
West Bull Creek Upstream of Bull Creek (EK),66.6,1.14E-13,20.14363636,7.143636364,8.34,0,4.818181818,13.7,11,21.46070787,0.596261754,0.9,389.7828196,0.665733983,-3.654970897,0.206512914,-74.86367691,0.470691755,34.27001728,0.414789332,0,0,-9.103808834,0.067898131,3.114263771,0.299477385,30.35942153,-97.78829507
Williamson Creek @ IH35 (EII),47.61818182,1.07E-13,22.12636364,7.312727273,8.957272727,0,13.72727273,18,11,20.88364713,0.640907771,0.86,2090.515634,0.065700495,0.529667845,0.734234835,-266.5386768,0.068615404,-17.15969949,0.179079833,0,0,-1.374323683,0.167884,4.690321333,0.031865363,30.2016378,-97.76155148
Williamson Creek @ McKinney Falls (Will1),75.1375,-3.51E-14,19.126875,7.331875,9.010625,0,16.5625,21.6,16,21.79792944,0.676435754,0.81,-316.1298753,0.205768795,1.727381368,0.288292685,84.1644683,0.070067669,-32.56371303,0.445185681,0,0,1.352588416,0.022729981,1.379278061,0.197401577,30.18886291,-97.72229836
