SITE_NAME,M_Result,M_Error,M_WT_Result,M_PH_Result,M_DIS_Result,M_TUR_Result,M_DS_Rain,M_Temp,N,E_std,R2,R22,PARM_INTERCIP,tSTAT_INTERCIP,PARM_WT,tSTAT_WT,PARM_PH,tSTAT_PH,PARM_DIS,tSTAT_DIS,PARM_TUR,tSTAT_TUR,PARM_DS_Rain,tSTAT_DS_Rain,PARM_AMB_TEMP,tSTAT_AMB_TEMP,LAT_DD_WGS84,LON_DD_WGS84
Onion Creek @ Twin Creeks Road (OC1),47.15,1.42E-14,19.56725,7.573,9.141,2.2465,9.7,19.8,20,24.78313703,0.405964862,0.73,62.35688008,0.826613917,2.19455018,0.210551858,-9.264840273,0.823948496,4.956642878,0.432312253,15.95586144,0.038133926,-1.249401967,0.108320287,-2.58799284,0.009847823,30.12546363,-97.82225081
Onion Creek Upstream of Footbridge (OC3),56.57857143,1.09E-13,18.44927778,7.732142857,8.703571429,4.015,13.78571429,22.6,14,25.04172775,0.25158338,0.48,520.2108143,0.4045391,-1.855390104,0.610151469,-38.91449028,0.520281313,-13.21165831,0.317289498,-25.28799085,0.197201148,3.05743673,0.154831005,-0.306279528,0.702939496,30.13989569,-97.7867232
Onion Creek at Pfulman Ranch,28.87105263,1.48E-14,19.48522807,7.553947368,8.892105263,3.197105263,7.236842105,21.3,38,23.93112046,0.297736475,0.25,207.7768438,0.134990213,-0.026035155,0.9873529,-33.14366636,0.074898677,3.557091199,0.187000222,5.161904675,0.102235205,0.68990389,0.252111402,0.983508918,0.069963985,30.1807035,-98.21038326
Onion Creek near Driftwood (Hwy 150),72.47619048,-1.35E-15,18.53517725,7.620952381,8.759047619,2.135714286,5.523809524,19.4,21,27.65546599,0.459034321,0.86,-126.4676258,0.569994699,1.372339989,0.351158736,9.103595259,0.774704003,10.25173408,0.027816637,-4.011039527,0.162491627,0.591304909,0.752175054,1.416907376,0.023011438,30.08543218,-98.01336507
Rimrock Spring 67,18.4325,-4.01E-14,20.92777778,7.3475,7.19,3.854166667,9.916666667,16,12,17.97822536,0.593971336,0.74,-247.7736321,0.240526421,5.007041962,0.458358685,16.04443765,0.606122522,5.847326954,0.186688217,1.661779648,0.904719188,-0.662137314,0.407162047,-0.264864097,0.889365615,30.25856912,-97.86494292
Tributary 5 ds Hanks Tract Property Line,48.68333333,-3.10E-14,20.45266667,7.860333333,7.353666667,9.981333333,9.266666667,21.9,30,32.1324738,0.271703905,0.45,309.0650771,0.157907429,-0.50233045,0.706423475,-26.24385665,0.311296058,-4.582441371,0.199768317,0.01849148,0.98113813,-2.527494799,0.003473086,0.383728453,0.644343423,30.42707537,-97.8189123
Tributary 6 @ Bull Creek (EG),49.85740741,1.53E-14,21.69907407,7.595,7.055740741,9.448888889,9.518518519,20.6,54,26.49867938,0.334147545,0.55,51.31809775,0.61092269,0.37870842,0.667883629,-4.295554406,0.73199265,-3.30483215,0.089602186,2.142516336,1.26961E-05,-0.318695023,0.548225271,1.207426616,0.022144767,30.42542953,-97.81464541
Upper Barton Spring,14.52863636,6.78E-15,20.32568182,7.375909091,7.08,2.252272727,9.590909091,22.9,44,24.84258634,0.11201585,0.28,39.64687042,0.199560578,0.206087253,0.707869437,-4.807918692,0.176289313,-0.950140745,0.121560927,-0.56667291,0.420036765,-0.264106393,0.232694162,0.317303471,0.141615953,30.26359446,-97.7737817
Westlake Davenport Trib 1 D/S Westlake Drive,59.01764706,-1.44E-13,22.84352941,7.564705882,5.395882353,6.105882353,6.823529412,17.2,17,30.13995395,0.462293193,0.8,1891.944625,0.007777226,-28.55265665,0.003101457,-148.8307414,0.042184069,-12.17018366,0.432819534,7.16641802,0.017491413,-0.25713888,0.912902731,-1.735113262,0.142294166,30.33336034,-97.79992053
Lake Long @ Dam (LWL3),7.536071429,1.85E-14,22.11714286,7.287857143,5.982857143,0,9.714285714,21.7,28,12.87123439,0.296786851,0.53,18.86960098,0.264408911,-0.050912367,0.701235682,-0.720170974,0.69935295,-0.43695307,0.346164346,0,0,0.275929837,0.010698979,-0.415871996,0.014166722,30.28617974,-97.59724677
Lake Long mid-lake of Eastern Arm (LWL4),10.971875,-2.44E-15,21.9225,7.280625,6.288125,0,10.40625,21.1,32,15.96258676,0.343982222,0.53,13.34969152,0.739736798,-0.633586889,0.013271229,3.509113776,0.450790497,-1.179906537,0.312972618,0,0,0.125969226,0.566599541,-0.631059828,0.016059944,30.30184008,-97.60031167
Lake Long mid-lake of Western Arm (LWL5),13.775,1.52E-15,21.54892857,7.241071429,6.295714286,0,11.67857143,22.3,28,22.80841682,0.273517992,0.32,-11.38975048,0.830045285,-0.301272801,0.636207954,9.337555005,0.256465789,-0.710655974,0.766677294,0,0,-0.720127684,0.219962582,-1.197058948,0.062131965,30.29215313,-97.60922897
Onion @ Hudson Tract,30.14684211,-5.31E-14,17.79736842,7.615263158,7.931052632,0,7.684210526,20.8,19,23.5540422,0.148408146,0.14,180.4275614,0.398702773,-1.791678885,0.665985982,-13.58501642,0.48310451,-3.877984399,0.508871087,0,0,-0.154724987,0.909807317,0.702393814,0.457412031,30.16756802,-98.22170317
Onion Creek @ McKinney Falls ds Lower Falls,36.65502392,3.74E-14,18.20617225,7.784736842,7.026507177,0,17.46889952,21.9,209,30.28102444,0.072015731,0.16,-76.54425933,0.034206294,-0.01607567,0.981036182,12.73362634,0.003644922,1.845999559,0.004501982,0,0,-0.325402282,0.000998218,0.003675569,0.986323717,30.18845663,-97.71964046
Onion Creek @ Mckinney Falls Upper Pool,32.967,1.02E-13,18.3831,7.76005,6.8871,0,17.875,22.4,200,29.40801234,0.137723239,0.27,-80.23652214,0.024299639,-0.178938136,0.740851632,14.18594078,0.001706397,2.517951184,4.82479E-05,0,0,-0.335065947,0.000139093,-0.562197742,0.003010052,30.18452473,-97.72549275
Onion Creek @ South Austin Regional WWTP (SAR),54.76923077,1.04E-14,17.33153846,7.618461539,8.146153846,0,8.307692308,21.3,13,29.63914804,0.305855019,0.76,431.3965949,0.151067656,-5.906355653,0.307722494,-48.22214887,0.099313025,11.5532565,0.057597885,0,0,5.682957877,0.033271521,-2.292343067,0.057780666,30.20693181,-97.61558726
Onion Creek @ Twin Creeks Road (OC1),41.00909091,-6.59E-14,17.67818182,7.801818182,7.73,0,9.636363636,21.1,11,31.41901954,0.272083237,0.45,-3.674631995,0.98619255,3.717956829,0.549974009,1.560765835,0.951549715,-1.905696614,0.676705397,0,0,-3.710828627,0.445102825,0.188242257,0.91965786,30.12546363,-97.82225081
Onion Creek near Driftwood (Hwy 150),34.22307692,-1.91E-14,17.89846154,7.706153846,8.525384615,0,9.538461539,21.9,13,18.61564434,0.126929659,0.48,259.5343401,0.343096261,-7.654422743,0.449266031,-9.9062019,0.639003176,1.282410395,0.821908019,0,0,1.64939226,0.43445777,-2.072144296,0.15978132,30.08543218,-98.01336507
Panther Hollow Creek @ Big View Road,28.42105263,-2.99E-14,18.50368421,7.931578947,9.091578947,0,9.684210526,17.7,19,23.83733884,0.176829412,0.87,398.6711807,0.000020009,-16.16584932,0.00016627,-13.49302438,0.001152674,2.482557538,0.172514929,0,0,1.974506575,0.000288111,-0.67073767,0.036886225,30.35922396,-97.86358143
Rinard Creek @ Bradshaw Road,57.2375,-3.32E-14,18.47666667,7.548791667,7.549166667,0,11.29166667,19.4,24,38.39534355,0.157462903,0.38,-309.5025993,0.147625935,-1.23062685,0.793201256,40.77761273,0.04038424,11.92772741,0.25444708,0,0,-0.395553659,0.799069239,-0.581906874,0.590566943,30.13810954,-97.77395254
Short Spring Branch Trib @ Barton Creek (SSB),32.6,3.97E-15,19.90823529,8.101882353,7.602352941,0,10.64705882,16.5,17,14.50831827,0.504644767,0.76,-7.844900684,0.894626994,-0.15084908,0.870002716,-0.245291128,0.975728347,2.357063131,0.634123232,0,0,-0.920159066,0.01857581,2.438770734,0.003323548,30.27581838,-97.84620551
Slaughter Creek @ FM 1826 (USGS),27.75652174,3.55E-14,19.03608696,7.782608696,9.84,0,6.782608696,18.1,23,25.31033398,0.273976857,0.58,-229.2713107,0.346112949,-1.464118902,0.156596622,37.03336734,0.215095681,0.372298226,0.952699021,0,0,-3.872268003,0.011037348,1.152825047,0.170720801,30.2095626,-97.90356935
Slaughter Creek @ Pine Valley Drive,30.9,-3.71E-14,20.30478261,7.760869565,9.809565217,0,6.739130435,19.6,23,24.3232943,0.329512134,0.59,267.9407807,0.181180654,-0.743137505,0.43676739,-14.738037,0.519296191,-13.57009368,0.025037015,0,0,-1.964686507,0.189057112,1.862808317,0.019791328,30.14872059,-97.78555146
South Boggy Creek @ Bluff Springs Road (BO1),56.04285714,1.04E-13,19.78357143,7.760714286,9.238571429,0,6.214285714,16.4,14,22.06419128,0.75810663,0.87,1799.440974,0.002109118,-2.014027552,0.16443121,-174.1343839,0.003033996,-44.53337475,0.005587226,0,0,-1.695096804,0.234748735,4.806477479,0.003420257,30.1705111,-97.76860917
South Fork Dry Creek @ FM812,51.83846154,2.46E-14,20.02923077,7.954615385,8.322307692,0,8.615384615,16,13,29.15068744,0.418479029,0.56,-260.0866197,0.696564335,1.656025647,0.795738094,9.94301954,0.894423839,21.7260415,0.400157928,0,0,0.751995728,0.737306851,0.606471942,0.692977975,30.13983916,-97.66276869
Tannehill Creek @ Lovell Drive,72.15333333,7.67E-14,19.95733333,8.053333333,8.054666667,0,18.6,19.5,15,24.71516593,0.580258572,0.74,517.0213153,0.122468225,-4.702289235,0.042362335,-41.71431547,0.282528817,-9.698552512,0.370211646,0,0,0.111650795,0.866062997,2.754588306,0.024214829,30.29144589,-97.68766433
Taylor Slough North @ Mayfield Park,63.45384615,1.26E-13,19.35,8.316923077,4.973846154,0,7.076923077,14.3,13,19.6791456,0.759029491,0.84,-380.3869614,0.129383828,-1.099395844,0.405520223,62.04094582,0.035426197,-9.919035554,0.183763796,0,0,0.903167586,0.533293262,-1.200630839,0.410978689,30.31231871,-97.77017525
Turkey Creek @ City Park Road,38.20714286,1.98E-14,18.78785714,7.92,3.882142857,0,8.5,20.5,14,20.24509043,0.446534568,0.57,286.0880786,0.362616306,0.864468824,0.570701728,-38.93146348,0.375596665,-1.662520612,0.689739152,0,0,1.224233446,0.620653,1.641519051,0.160454141,30.33264164,-97.83896069
Waller Creek @ Shipe Park,19.71428571,8.63E-15,20.05357143,7.736428571,5.995714286,0,13.14285714,26.4,14,20.64815226,0.669634161,0.92,330.8808887,0.054187082,-3.255809201,0.021278016,-32.80578751,0.092466533,4.493197162,0.151330685,0,0,0.52014134,0.437304988,-1.273218841,0.035751984,30.30702124,-97.72642298
Walnut Creek @ Old Manor Road,57.43181818,1.03E-14,22.22136364,7.765909091,9.504090909,0,18.45454546,23.4,22,39.01199661,0.165481749,0.56,228.0305998,0.239792665,3.921590039,0.109761378,-39.71773346,0.107861123,17.56104875,0.036679383,0,0,-1.977199993,0.030329471,-3.158645055,0.018279458,30.32241751,-97.65051216
Walnut Creek Downstream of IH35,71.51034483,1.02E-13,19.25068966,7.695172414,9.937931035,0,21.10344828,21.6,29,27.86145661,0.515095785,0.67,217.1048499,0.106167567,-3.056508382,0.007193071,8.392055261,0.559714857,-17.86504669,0.001042049,0,0,0.589028104,0.225425561,0.31738898,0.614918771,30.38835955,-97.67208436
Walnut Creek Upstream of Freescale,66.23333333,3.59E-14,20.38380952,7.871428571,9.607142857,0,13.33333333,21.3,21,29.42076498,0.322667737,0.53,-42.27165669,0.853970929,1.082499204,0.525325521,6.677081812,0.823071638,11.41683535,0.048561514,0,0,-1.913292467,0.028321475,-2.197096496,0.089865868,30.27176227,-97.65624519
Wells Branch Creek @ Walnut Metro Park,75.97368421,-1.57E-14,20.59894737,7.232105263,5.554210526,0,15.57894737,19.7,19,33.16665024,0.212230857,0.4,1337.92715,0.168042243,-2.523358949,0.300260792,-163.1464216,0.212787271,-10.7149935,0.432270752,0,0,-0.629612899,0.527872702,1.439272,0.180896759,30.4003932,-97.68168026
West Bouldin @ Cardinal,67.45833333,3.55E-15,23.9625,7.1725,7.065,0,17,14.5,12,24.34902825,0.550922939,0.88,3649.072212,0.047786376,7.532310151,0.1655935,-368.3164702,0.098162124,-153.0704801,0.053755435,0,0,-2.967856301,0.021280329,1.332847903,0.448845612,30.23540476,-97.77190935
West Bull Creek @ Bell Mt. Road (ED),51.25294118,2.60E-13,21.58058824,7.123529412,8.301176471,0,6.411764706,15.6,17,27.83067453,0.521841787,0.7,-470.8936323,0.37404536,-0.109516645,0.950560914,17.86526959,0.805549277,40.80542153,0.086959713,0,0,0.921968221,0.565617669,3.359582032,0.019176794,30.37630083,-97.80459247
West Bull Creek Upstream of Bull Creek (EK),66.6,-1.89E-13,20.82636364,7.143636364,8.34,0,4.818181818,13.7,11,20.175435,0.643173072,0.91,-197.8248184,0.830704109,-3.151561224,0.280468814,-16.90412482,0.857518529,44.12433948,0.325461316,0,0,0.702774348,0.900477678,5.703531017,0.065244141,30.35942153,-97.78829507
Williamson Creek @ IH35 (EII),47.61818182,-7.43E-14,22.79545455,7.312727273,8.957272727,0,13.72727273,18,11,20.87135102,0.641330508,0.89,2326.569034,0.044059983,1.77238933,0.387759686,-302.1071844,0.047242127,-18.45907485,0.115529827,0,0,-1.190928965,0.163126825,5.054648815,0.022039548,30.2016378,-97.76155148
Williamson Creek @ McKinney Falls (Will1),75.1375,-5.15E-14,19.245625,7.331875,9.010625,0,16.5625,21.6,16,21.37287564,0.688931554,0.78,-456.4825122,0.10644648,1.89058577,0.24683281,89.19527063,0.050145575,-21.38806626,0.633404474,0,0,1.366305742,0.022275311,0.924035306,0.442648536,30.18886291,-97.72229836
